unit	price	strength	volume	category	trade_mark	art	name	
шт	120,15	5,3	0,45	Сидр	Лось и Кедр	4640195520394	Версия 10.0. Полусухой	
шт	118,80	5,3	0,45	Сидр	Лось и Кедр	4640195520349	Версия 2.0. Полусухой	
шт	118,80	5,3	0,45	Сидр	Лось и Кедр	4640195520356	Версия 4.0. Полусухой	
шт	116,10	5,3	0,45	Сидр	Лось и Кедр	4640195520387	Версия 9.0. Полусухой	
шт	93,15	5,3	0,45	Медовуха	Медвежуха	4640195522596	Банановая	
шт	93,15	5,3	0,45	Медовуха	Медвежуха	4640195522565	Грушевая	
шт	93,15	5,3	0,45	Медовуха	Медвежуха	4640195522589	Медовик	
шт	93,15	5,3	0,45	Медовуха	Медвежуха	4640195522541	Мятная	
шт	203,85	5,9	0,45	Медовуха	Лось и Кедр	4620054941232	Мид-1	
шт	183,60	5,9	0,33	Медовуха	Лось и Кедр	4620054941263	Мид-4	
шт	118,80	4,1	0,45	Сидр	Найси	4640195520097	Маракуйя-Яблоко	
шт	118,80	4,1	0,45	Сидр	Найси	4640195520110	Молочный Грейпфрут	
шт	118,80	4,1	0,45	Сидр	Найси	4640195520103	Молочный Кокос	
шт	264,20	4,5	0,75	Медовуха	Ле Жарден Де Фруи	4607049141204	Грейпфрут	
шт	240,30	5,5	0,75	Медовуха	Ле Жарден Де Фруи	4607049141174	Вишневый Крик	
шт	240,30	4,8	0,75	Медовуха	Ле Жарден Де Фруи	4607049141112	Черносмородиновый Ламбик	
шт	218,70	4,5	0,75	Сидр	Ле Жарден Де Фруи	4607049141143	Пуаре Полусладкий	
шт	240,30	4,5	0,75	Сидр	Ле Жарден Де Фруи	4607049141136	Пуаре Сухой	
шт	218,70	4,9	0,75	Сидр	Ле Жарден Де Фруи	4607049141181	Яблочный Полусладкий	
шт	240,30	4,5	0,75	Сидр	Ле Жарден Де Фруи	4607049141167	Яблочный Полусухой	
шт	240,30	4,5	0,75	Сидр	Ле Жарден Де Фруи	4607049141129	Яблочный Сухой	
шт	170,30	4,7	0,5	Медовуха	Мъельнир	4607958981236	Мощь Берсерка	
шт	149,50	4,7	0,5	Медовуха	Мъельнир	4607958980185	Чёрный Вепрь	
шт	158,60	4,7	0,5	Медовуха	Мъельнир	4607958980222	Кровь Валькирий	
шт	170,30	4,7	0,5	Медовуха	Мъельнир	4607958980215	Кровь Ётуна	
шт	158,60	4,7	0,5	Медовуха	Мъельнир	4607958980239	Дыхание Одина	
шт	163,80	4,7	0,5	Медовуха	Мъельнир	4607958980208	Огненный Великан Сурт	
шт	170,30	4,7	0,5	Медовуха	Мъельнир	4607958981090	Рагнарёк	
шт	170,30	4,7	0,5	Медовуха	Мъельнир	4607958980192	Гнев Эгира	
шт	175,50	4,7	0,5	Медовуха	Мъельнир	4607958981335	Хель Владычица	
шт	175,50	4,7	0,5	Медовуха	Мъельнир	4607958981298	Рататоск мудрая	
шт	149,50	4,7	0,5	Сидр	Мъельнир	4691112881272	Бессмертие Идунн	
шт	481,95	5	1	Сидр	Поссманн	4004315000348	Аплер Розе	
шт	513,00	5,5	1	Сидр	Поссманн	4004315005466	Келлермейстер Шоппе	
шт	513,00	6	1	Сидр	Поссманн	4004315005541	Фрау Раушер	
шт	481,95	4,2	1	Сидр	Поссманн	4004315005510	Аплер	
шт	481,95	6	1	Сидр	Поссманн	4004315000614	Франкфуртский Классический	
шт	481,95	4	1	Сидр	Поссманн	4004315000102	Франкфуртский с Газированной Водой	
шт	527,85	0	1	Соки	Поссманн	4004315005626	Штраубст Сафт Фейн Милд	
шт	527,85	0	1	Соки	Поссманн	4004315005633	Штраубст Сафт Фрухтиг Херб	
шт	175,40	5	0,75	Сидр	ПомПом	4670025472791	Ежевика	
шт	114,75	0	0,33	Безалкогольный сидр	Сонг Сайдер	4810316003598	Малина и Бузина	
шт	139,40	5	0,5	Сидр	Сонг Сайдер	4810316002836	Яблочный Полусладкий	
шт	139,40	5	0,5	Сидр	Сонг Сайдер	4810316002799	Яблочный Сухой	
шт	139,40	3,9	0,5	Сидр	Сонг Сайдер	4810316003062	Яблочный Полусухой	
шт	186,35	5	0,75	Сидр	Сонг Сайдер	4810316002843	Яблочный Полусладкий	
шт	186,35	5	0,75	Сидр	Сонг Сайдер	4810316002805	Яблочный Сухой	
шт	186,35	3,9	0,75	Сидр	Сонг Сайдер	4810316003079	Яблочный Полусухой	
шт	84,11	4,5	0,45	Сидр	Феррма	4640013664606	ПР (Груша)	
шт	84,11	4,5	0,45	Сидр	Феррма	4640013663494	Яблоко	
шт	84,11	4,5	0,45	Сидр	Феррма	4640013664590	Яблоко-Груша	
шт	168,84	5	0,75	Сидр	Бушель	4600870007589	Яблоко	
шт	175,50	6	0,75	Сидр	Вилла Бланка	4600870006599	Ламбруско Бьянко	
шт	175,50	6	0,75	Сидр	Вилла Бланка	4600870006612	Ламбруско Россо	
шт	133,69	4	0,473	Пиво	Музхед	776029703191	Грэйпфрут Радлер	
шт	170,38	5,5	0,473	Пиво	Музхед	776029706826	Смолл Батч Распберри Вит Эль	
